ID;Half;Event;Player;Team;"Video time";"Football time";"X coordinate";"Y coordinate";Details
110;"1st half";tackle;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";313.766;313.3;0.3396;0.9519;"{""body_part"":""left-foot"",""tackle_type"":""standing"",""outcome"":""success""}"
111;"1st half";recovery;"8. Saba SHARVASHIDZE";"GEORGIA NATIONAL TEAM U17";314.966;314.5;0.3485;0.9749;"{""body_part"":""right-foot"",""outcome"":""success""}"
112;"1st half";tackle;"11. Tevan THOR EENSALU";"ESTONIA NATIONAL TEAM U17";318.766;318.3;0.7259;0.0545;"{""body_part"":""right-foot"",""tackle_type"":""standing"",""outcome"":""fail""}"
113;"1st half";pass;"8. Saba SHARVASHIDZE";"GEORGIA NATIONAL TEAM U17";319.733;319.266;0.2979;0.9432;"{""third"":""defensive"",""length"":""long"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
114;"1st half";pass_received;"1. Mate TCHELIDZE";"GEORGIA NATIONAL TEAM U17";321.6;321.133;0.0226;0.6399;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
115;"1st half";clearance;"1. Mate TCHELIDZE";"GEORGIA NATIONAL TEAM U17";323;322.533;0.0345;0.7708;"{""body_part"":""left-foot"",""under_pressure"":""not_under_pressure""}"
116;"1st half";ball_out_of_play;"1. Mate TCHELIDZE";"GEORGIA NATIONAL TEAM U17";324.7;324.233;0.1595;0.9937;
117;"1st half";pass;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";331.2;330.733;0.7244;0.0178;"{""third"":""final"",""length"":""short"",""restart"":""throw-in"",""body_part"":""hand"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
118;"1st half";pass_received;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";332.1;331.633;0.6812;0.0499;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
119;"1st half";pass;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";334.866;334.4;0.6098;0.0798;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
120;"1st half";pass_received;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";335.866;335.4;0.5131;0.1327;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
121;"1st half";pass;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";337.2;336.733;0.5131;0.1832;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
122;"1st half";pass_received;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";338.966;338.5;0.4417;0.5555;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
123;"1st half";pass;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";343.466;343;0.5548;0.7278;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
124;"1st half";pass_received;"7. Thor ALUNURM";"ESTONIA NATIONAL TEAM U17";344.4;343.933;0.6798;0.7278;"{""body_part"":""right-foot"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
125;"1st half";recovery;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";345.266;344.8;0.3173;0.3274;"{""body_part"":""right-foot"",""outcome"":""success""}"
126;"1st half";pass;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";346.866;346.4;0.3173;0.2653;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
127;"1st half";pass_received;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";348.166;347.7;0.3574;0.1206;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
128;"1st half";pass;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";351.9;351.433;0.3798;0.1849;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
129;"1st half";pass_received;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";353.4;352.933;0.2935;0.155;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
130;"1st half";pass;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";354.233;353.766;0.289;0.1688;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
131;"1st half";pass_received;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";355.733;355.266;0.2086;0.2998;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
132;"1st half";pass;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";356.666;356.2;0.228;0.2699;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
133;"1st half";pass_received;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";357.466;357;0.2384;0.1229;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
134;"1st half";pass;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";359.233;358.766;0.2488;0.1137;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
135;"1st half";pass_received;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";359.933;359.466;0.3366;0.0516;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
136;"1st half";pass;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";361.866;361.4;0.3381;0.0654;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
137;"1st half";pass_received;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";362.833;362.366;0.2979;0.2102;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
138;"1st half";pass;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";364.2;363.733;0.286;0.2056;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
139;"1st half";pass_received;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";365;364.533;0.2012;0.1275;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
140;"1st half";pass;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";366.7;366.233;0.2027;0.1229;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
141;"1st half";pass_received;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";367.766;367.3;0.2786;0.0286;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
142;"1st half";pass;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";372.3;371.833;0.5955;0.07;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
143;"1st half";pass_received;"18. Irakli RAZMADZE";"GEORGIA NATIONAL TEAM U17";373.633;373.166;0.6625;0.2148;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
144;"1st half";pass;"18. Irakli RAZMADZE";"GEORGIA NATIONAL TEAM U17";373.666;373.2;0.664;0.2194;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
145;"1st half";pass_received;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";377.233;376.766;0.9155;0.1504;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
146;"1st half";take_on_against;"6. Gustav KAMARIN WAGNER";"ESTONIA NATIONAL TEAM U17";379.933;379.466;0.1679;0.7048;"{""outcome"":""fail""}"
147;"1st half";take_on;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";379.933;379.466;0.8321;0.2952;"{""third"":""final"",""outcome"":""success""}"
148;"1st half";take_on_against;"2. Andreas PODER";"ESTONIA NATIONAL TEAM U17";382.566;382.1;0.1187;0.7255;"{""outcome"":""fail""}"
149;"1st half";take_on;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";382.566;382.1;0.8813;0.2745;"{""third"":""final"",""outcome"":""success""}"
150;"1st half";pass;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";384.133;383.666;0.917;0.2814;"{""cross"":""cross"",""third"":""final"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
151;"1st half";catch_interception;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";385.233;384.766;0.0176;0.5095;"{""body_part"":""hand"",""outcome"":""success""}"
152;"1st half";pass;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";395.366;394.9;0.0845;0.4249;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""hand"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
153;"1st half";pass_received;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";396.866;396.4;0.1024;0.2342;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
154;"1st half";pass;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";406.066;405.6;0.3226;0.2246;"{""third"":""defensive"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
155;"1st half";pass_received;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";408.133;407.666;0.1812;0.4727;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
156;"1st half";pass;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";409.066;408.6;0.1812;0.4888;"{""third"":""defensive"",""length"":""short"",""gk_pass"":""kick-from-hand"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
157;"1st half";pass_received;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";410.5;410.033;0.2095;0.6198;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
158;"1st half";pass;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";411.866;411.4;0.2259;0.6198;"{""third"":""defensive"",""length"":""long"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
159;"1st half";pass_received;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";413.966;413.5;0.5443;0.066;"{""body_part"":""left-foot"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
160;"1st half";recovery;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";415.766;415.3;0.4631;0.9174;"{""body_part"":""right-foot"",""outcome"":""success""}"
161;"1st half";tackle;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";416.166;415.7;0.531;0.0936;"{""body_part"":""left-foot"",""tackle_type"":""standing""}"
162;"1st half";foul;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";416.8;416.333;0.5384;0.0683;"{""foul_type"":""committed"",""outcome"":""fail""}"
163;"1st half";foul;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";416.8;416.333;0.4616;0.9317;"{""foul_type"":""won"",""outcome"":""success""}"
164;"1st half";pass;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";426.966;426.5;0.4363;0.9179;"{""third"":""middle"",""length"":""medium"",""restart"":""free-kick"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
165;"1st half";pass_received;"3. Davit TSKVITAIA";"GEORGIA NATIONAL TEAM U17";429.966;429.5;0.2384;0.7616;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
166;"1st half";pass;"3. Davit TSKVITAIA";"GEORGIA NATIONAL TEAM U17";430;429.533;0.2414;0.7433;"{""third"":""defensive"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
167;"1st half";pass_received;"1. Mate TCHELIDZE";"GEORGIA NATIONAL TEAM U17";431.8;431.333;0.0792;0.5479;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
168;"1st half";pass;"1. Mate TCHELIDZE";"GEORGIA NATIONAL TEAM U17";432.433;431.966;0.0777;0.5411;"{""third"":""defensive"",""length"":""medium"",""gk_pass"":""kick-from-hand"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
169;"1st half";pass_received;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";434.133;433.666;0.1164;0.2998;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
170;"1st half";pass;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";435.133;434.666;0.1253;0.2722;"{""third"":""defensive"",""length"":""long"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
171;"1st half";pass_received;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";437.5;437.033;0.4438;0.2676;"{""body_part"":""head"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
172;"1st half";pass;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";437.533;437.066;0.4408;0.2699;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""head"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
173;"1st half";recovery;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";439.233;438.766;0.7155;0.5463;"{""body_part"":""right-foot"",""outcome"":""success""}"
174;"1st half";pass;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";439.266;438.8;0.7185;0.5738;"{""third"":""final"",""length"":""long"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
175;"1st half";recovery;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";444.433;443.966;0.0405;0.0861;"{""body_part"":""right-foot"",""outcome"":""success""}"
176;"1st half";pass;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";445.166;444.7;0.0479;0.0976;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
177;"1st half";pass_received;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";446.3;445.833;0.0524;0.1918;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
178;"1st half";clearance;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";446.333;445.866;0.042;0.1803;"{""body_part"":""left-foot"",""under_pressure"":""under_pressure""}"
179;"1st half";recovery;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";450.633;450.166;0.4699;0.691;"{""body_part"":""left-foot"",""outcome"":""success""}"
180;"1st half";pass;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";452.3;451.833;0.4193;0.6772;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
181;"1st half";pass_received;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";454.366;453.9;0.2333;0.5486;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
182;"1st half";pass;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";458.033;457.566;0.2378;0.5738;"{""third"":""defensive"",""length"":""short"",""gk_pass"":""kick-from-hand"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
183;"1st half";pass_received;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";459.133;458.666;0.2631;0.7117;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
184;"1st half";pass;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";468.266;467.8;0.4476;0.737;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
185;"1st half";pass_received;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";471.166;470.7;0.2705;0.5899;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
186;"1st half";pass;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";471.2;470.733;0.269;0.5715;"{""third"":""defensive"",""length"":""medium"",""gk_pass"":""kick-from-hand"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
187;"1st half";pass_received;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";473;472.533;0.3286;0.2981;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
188;"1st half";pass;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";478.166;477.7;0.4223;0.2613;"{""third"":""middle"",""length"":""long"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
